,Make,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,power_per_rpm,torque_per_rpm,Age
679,Audi,1490000,40000,Diesel,Automatic,Raipur,Black,First,Individual,1968.0,AWD,4629.0,1898.0,1653.0,5.0,75.0,0.041428571428571426,0.21714285714285714,10
680,Mahindra,950000,57400,Diesel,Manual,Agra,White,First,Individual,1497.0,FWD,3995.0,1821.0,1627.0,5.0,42.0,0.030666666666666665,0.2,2
681,Jaguar,3750000,13500,Diesel,Automatic,Delhi,Silver,Second,Individual,1999.0,RWD,5067.0,2091.0,1457.0,5.0,66.0,0.04425,0.24571428571428572,3
682,Mercedes-Benz,4950000,12400,Petrol,Automatic,Pune,Blue,First,Individual,1991.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,0.0346551724137931,0.25,1
683,Jeep,2950000,38000,Diesel,Automatic,Pune,White,First,Individual,1956.0,AWD,4405.0,1818.0,1640.0,5.0,60.0,0.0448,0.2,1
684,MG,1625000,7000,Petrol,Automatic,Pune,Red,First,Individual,1451.0,,4655.0,1835.0,1760.0,5.0,60.0,0.0282,0.15625,3
685,Toyota,1290000,121000,Diesel,Manual,Ludhiana,Other,Second,Individual,2982.0,AWD,4705.0,1840.0,1850.0,7.0,80.0,0.04694444444444444,0.245,10
686,Toyota,625000,76000,Diesel,Manual,Pune,White,First,Individual,1364.0,FWD,3775.0,1695.0,1510.0,5.0,45.0,0.017631578947368422,0.09444444444444444,7
687,Mahindra,1490000,50000,Diesel,Manual,Chennai,Maroon,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,0.0368,0.20625,4
688,Hyundai,325000,46721,Petrol,Automatic,Thane,Silver,Second,Individual,1197.0,FWD,3565.0,1595.0,1550.0,5.0,35.0,,,9
689,Mahindra,1190000,41470,Diesel,Automatic,Delhi,Black,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,0.0368,0.20625,5
690,Mahindra,625000,170000,Diesel,Manual,Salem,White,Third,Individual,2179.0,RWD,4430.0,1817.0,1975.0,8.0,60.0,0.03,0.16111111111111112,9
691,Land Rover,5375000,80000,Diesel,Automatic,Delhi,White,Second,Individual,2993.0,AWD,4879.0,2073.0,1780.0,5.0,77.0,0.07225,0.3,8
692,Honda,1138000,6000,Petrol,Automatic,Mumbai,Silver,First,Other,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,4
693,Audi,4250000,17000,Petrol,Automatic,Mumbai,White,First,Individual,1798.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,0.04473684210526316,0.22857142857142856,1
694,Honda,365000,31000,Petrol,Manual,Kharar,White,First,Individual,1198.0,FWD,3610.0,1680.0,1500.0,5.0,35.0,0.0145,0.02422222222222222,8
695,Chevrolet,475000,73265,Diesel,Automatic,Delhi,White,Second,Individual,1998.0,FWD,4597.0,1788.0,1477.0,5.0,60.0,0.0431578947368421,0.19,8
696,Hyundai,1225000,47000,Diesel,Manual,Jalandhar,White,First,Individual,1582.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,0.0315,0.17333333333333334,3
697,Maruti Suzuki,725000,42000,Diesel,Manual,Delhi,White,First,Individual,1248.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,0.02225,0.11428571428571428,5
698,Mercedes-Benz,2450000,25000,Diesel,Automatic,Mumbai,White,Second,Individual,2143.0,FWD,4417.0,1804.0,1494.0,5.0,50.0,0.03722222222222222,0.1875,5
699,Hyundai,225000,140000,Diesel,Manual,Yamunanagar,Silver,Third,Individual,1991.0,FWD,4800.0,1832.0,1485.0,5.0,70.0,,,13
700,Maruti Suzuki,695000,68818,Petrol,Automatic,Mumbai,Silver,First,Individual,1197.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,0.013666666666666667,0.026904761904761904,4
701,Toyota,2200000,57000,Diesel,Automatic,Pune,Grey,First,Individual,2755.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,0.05058823529411765,0.3,4
702,Honda,950000,39000,Diesel,Automatic,Ludhiana,White,First,Individual,1498.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,0.021944444444444444,0.09142857142857143,2
703,Toyota,2598000,12050,Petrol,Automatic,Delhi,Black,First,Individual,2694.0,RWD,4735.0,1830.0,1795.0,7.0,65.0,0.031538461538461536,0.06125,0
704,Honda,585000,24100,Petrol,Manual,Mumbai,Silver,First,Individual,1199.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,0.014833333333333334,0.022916666666666665,5
705,Ford,434999,23000,Petrol,Manual,Delhi,White,First,Individual,1196.0,FWD,3995.0,1695.0,1525.0,5.0,42.0,0.01380952380952381,0.028,5
706,Maruti Suzuki,295000,185000,Diesel,Manual,Coimbatore,Grey,First,Individual,1248.0,FWD,3760.0,1690.0,1530.0,5.0,43.0,,,13
707,Maruti Suzuki,910000,76000,Diesel,Manual,Hyderabad,White,First,Individual,1498.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.0235,0.15,3
708,Maruti Suzuki,565000,47000,Petrol,Manual,Hyderabad,White,First,Individual,998.0,FWD,3695.0,1600.0,1560.0,5.0,35.0,0.011166666666666667,0.025714285714285714,2
709,Toyota,1050000,1910,Petrol,Automatic,Varanasi,White,First,Individual,1462.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.017166666666666667,0.031363636363636364,1
710,Hyundai,990000,23000,Diesel,Manual,Ahmedabad,Other,First,Individual,1396.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.02225,0.14933333333333335,3
711,Audi,2590000,36978,Diesel,Automatic,Chandigarh,Blue,Second,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,0.040285714285714286,0.18285714285714286,2
712,Mahindra,1000000,33000,Diesel,Manual,Rudrapur,White,First,Individual,2179.0,AWD,4585.0,1890.0,1785.0,7.0,70.0,0.0368,0.20625,6
713,Hyundai,254999,18954,Petrol,Manual,Patna,White,First,Individual,1086.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,0.012363636363636363,0.018,10
714,Hyundai,598000,58200,Petrol,Automatic,Navi Mumbai,Silver,First,Individual,1591.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,0.019206349206349206,0.03761904761904762,7
715,Mahindra,850000,83000,Diesel,Manual,Jalandhar,White,First,Individual,1493.0,RWD,3995.0,1745.0,1880.0,7.0,,0.019444444444444445,0.1392857142857143,4
716,Hyundai,560000,80000,Diesel,Manual,Ambala Cantt,White,Second,Individual,1396.0,FWD,3985.0,1734.0,1505.0,5.0,40.0,0.02225,0.14666666666666667,6
717,Audi,975000,75000,Diesel,Automatic,Lucknow,Silver,First,Individual,1968.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,0.04214285714285714,0.21714285714285714,11
718,Audi,2600000,64000,Diesel,Automatic,Chennai,Blue,First,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,0.040285714285714286,0.18285714285714286,5
719,Skoda,745000,117048,Diesel,Manual,Hyderabad,Silver,First,Individual,1598.0,FWD,4386.0,1699.0,1466.0,5.0,55.0,0.023863636363636365,0.1,6
720,Hyundai,495000,47000,Petrol,Manual,Delhi,Silver,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,5
721,Audi,2450000,43290,Petrol,Automatic,Pune,Blue,First,Individual,1798.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,0.03490196078431373,1.6666666666666667,4
722,Honda,250000,70000,Petrol,Manual,Dehradun,Grey,First,Individual,,,,,,,,,,9
723,Mercedes-Benz,2850000,7000,Diesel,Automatic,Delhi,White,First,Individual,2143.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,0.056,0.2857142857142857,6
724,Mahindra,925000,150000,Diesel,Manual,Lucknow,White,First,Individual,2179.0,RWD,4456.0,1820.0,1995.0,8.0,60.0,0.03,0.15555555555555556,6
725,Toyota,1075000,125000,Diesel,Automatic,Delhi,White,First,Individual,2982.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,0.04694444444444444,0.2571428571428571,9
726,Mercedes-Benz,6225000,42079,Diesel,Automatic,Pune,Silver,First,Individual,2987.0,RWD,5063.0,1860.0,1494.0,5.0,80.0,0.075,0.3875,3
727,Jaguar,2650000,62645,Diesel,Automatic,Hyderabad,Other,First,Individual,,,,,,,,,,7
728,Audi,1500000,69000,Diesel,Automatic,Mohali,Blue,First,Individual,1968.0,FWD,4915.0,1874.0,1455.0,5.0,65.0,0.0472,0.21714285714285714,8
729,Jaguar,2800000,70662,Petrol,Automatic,Pune,Grey,Second,Individual,,,,,,,,,,11
730,Mitsubishi,625000,40000,Diesel,Manual,Mirzapur,White,Second,Individual,2835.0,AWD,4755.0,1775.0,1900.0,5.0,92.0,0.0295,0.146,11
731,Toyota,325000,101347,Petrol,Manual,Pune,Red,Third,Individual,1496.0,FWD,4265.0,1695.0,1510.0,5.0,45.0,0.01607142857142857,0.044,11
732,Mahindra,1485000,36700,Diesel,Manual,Chennai,White,First,Individual,1497.0,FWD,4585.0,1866.0,1774.0,8.0,45.0,0.03457142857142857,0.17142857142857143,1
733,Audi,1650000,240000,Diesel,Automatic,Lucknow,White,First,Individual,2967.0,AWD,4915.0,1874.0,1455.0,5.0,75.0,0.06125,0.35714285714285715,10
734,Audi,1800000,76529,Diesel,Automatic,Pune,Blue,First,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,0.040285714285714286,0.18285714285714286,8
735,Toyota,1290000,85000,Diesel,Manual,Bangalore,Silver,Second,Individual,2494.0,RWD,4585.0,1760.0,1760.0,7.0,55.0,0.027777777777777776,0.14285714285714285,8
736,Nissan,600000,99000,Diesel,Manual,Chennai,White,First,Individual,1461.0,FWD,4331.0,1822.0,1671.0,5.0,50.0,0.0224,0.10526315789473684,6
737,Hyundai,436000,37959,Petrol,Automatic,Delhi,White,Second,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.013166666666666667,0.028,8
738,Toyota,4300000,60000,Diesel,Automatic,Chandigarh,White,First,Individual,2755.0,AWD,4795.0,1855.0,1835.0,7.0,80.0,0.051176470588235295,0.28125,1
739,Datsun,270000,27000,Petrol,Manual,Lucknow,Silver,First,Individual,1198.0,FWD,3785.0,1635.0,1485.0,5.0,35.0,0.0134,0.026,5
740,Chevrolet,320000,75000,Diesel,Manual,Kanpur,Other,Second,Individual,1991.0,,4597.0,1788.0,1477.0,5.0,60.0,,,11
741,Hyundai,1911000,1300,Petrol,Automatic,Delhi,Black,First,Individual,1353.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,0.023,0.16133333333333333,0
742,BMW,8600000,21696,Diesel,Automatic,Mumbai,Blue,First,Individual,2993.0,AWD,4922.0,2004.0,1745.0,5.0,80.0,0.0655,0.41333333333333333,2
743,Mercedes-Benz,3900000,33000,Diesel,Automatic,Delhi,Other,First,Individual,1950.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,0.05052631578947368,0.25,3
744,Volvo,2000000,6000,Diesel,Automatic,Mumbai,Red,First,Individual,1984.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,0.04285714285714286,0.23333333333333334,6
745,Hyundai,465000,19000,Petrol,Automatic,Kolkata,Other,First,Individual,1086.0,FWD,3610.0,1645.0,1560.0,5.0,35.0,0.012363636363636363,0.022,3
746,Honda,875000,58618,Petrol,Manual,Pune,Grey,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,3
747,MINI,3200000,10500,Petrol,Automatic,Mumbai,Black,First,Individual,1998.0,,3850.0,1727.0,1414.0,4.0,44.0,,0.224,5
748,Mahindra,850000,85641,Diesel,Manual,Bhopal,White,First,Other,1493.0,RWD,3995.0,1835.0,1839.0,7.0,60.0,0.02666666666666667,0.15,3
749,Renault,426999,41669,Petrol,Automatic,Zirakpur,Other,First,Individual,999.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,0.012181818181818183,0.021411764705882352,2
750,Mercedes-Benz,9200000,10000,Diesel,Automatic,Delhi,Blue,First,Individual,1950.0,AWD,4924.0,2157.0,1772.0,5.0,93.0,0.05738095238095238,0.3125,0
751,Hyundai,1035000,36000,Diesel,Manual,Patna,Grey,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0315,0.1394736842105263,4
752,Maruti Suzuki,695000,31000,Petrol,Manual,Mumbai,Grey,First,Individual,1197.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,0.014833333333333334,0.02568181818181818,4
753,BMW,3675000,37180,Diesel,Automatic,Bangalore,White,First,Individual,1995.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,0.046,0.2,2
754,Mahindra,1700000,14000,Diesel,Automatic,Yamunanagar,Black,First,Individual,2184.0,AWD,3985.0,1820.0,1844.0,4.0,57.0,0.034666666666666665,0.1875,1
755,Tata,449000,53512,Petrol,Manual,Hyderabad,Other,Second,Individual,1199.0,FWD,3746.0,1647.0,1535.0,5.0,35.0,0.014,0.03257142857142857,4
756,Mercedes-Benz,5400000,4600,Diesel,Automatic,Bangalore,White,Other,Individual,2148.0,RWD,4596.0,1770.0,1447.0,5.0,66.0,,,0
757,MG,3950000,40000,Diesel,Automatic,Delhi,Silver,First,Individual,1996.0,AWD,4985.0,1926.0,1867.0,6.0,75.0,0.05375,0.32,1
758,Hyundai,565000,65000,Diesel,Manual,Ludhiana,White,Second,Individual,1396.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,0.02225,0.14666666666666667,7
759,BMW,3775000,32963,Diesel,Automatic,Bangalore,Black,First,Individual,1995.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,0.046,0.2,3
760,Mercedes-Benz,1275000,101000,Diesel,Automatic,Surat,Brown,Second,Individual,2143.0,RWD,4868.0,1854.0,1470.0,5.0,80.0,0.077,0.14285714285714285,10
761,Renault,375000,14000,Petrol,Manual,Mumbai,Other,First,Individual,999.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,0.012181818181818183,0.021411764705882352,4
762,Maruti Suzuki,949000,50500,Diesel,Manual,Dharwad,Blue,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.11428571428571428,4
763,Maruti Suzuki,775000,80849,Diesel,Manual,Hyderabad,White,First,Individual,1248.0,FWD,3840.0,1735.0,1530.0,5.0,37.0,0.0185,0.095,3
764,Audi,1800000,19868,Diesel,Automatic,Delhi,White,First,Individual,1968.0,FWD,4915.0,1874.0,1455.0,5.0,65.0,0.0472,0.21714285714285714,8
765,Honda,825000,45000,Petrol,Automatic,Mumbai,White,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,6
766,Hyundai,509999,30858,Petrol,Manual,Hyderabad,Silver,First,Individual,1086.0,FWD,3610.0,1645.0,1560.0,5.0,35.0,0.012363636363636363,0.022,3
767,Mahindra,1350000,56500,Diesel,Manual,Lucknow,Black,First,Individual,2179.0,RWD,4456.0,1820.0,1995.0,7.0,60.0,0.037333333333333336,0.21333333333333335,4
768,Hyundai,650000,37003,Petrol,Manual,Bangalore,Grey,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,2
769,Honda,1490000,11000,Diesel,Manual,Lucknow,White,First,Individual,1498.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.0275,0.11428571428571428,1
770,Maruti Suzuki,545000,53000,Petrol,Manual,Jalandhar,White,First,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,0.013833333333333333,0.02875,6
771,BMW,2950000,75000,Diesel,Automatic,Coimbatore,White,First,Individual,1995.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,0.047,0.22857142857142856,4
772,Mercedes-Benz,1150000,120000,Diesel,Automatic,Pune,Silver,First,Individual,2987.0,RWD,4868.0,1854.0,1471.0,5.0,80.0,,,12
773,Audi,1850000,44087,Diesel,Automatic,Mumbai,White,First,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,0.041428571428571426,0.21714285714285714,9
774,BMW,3995000,39000,Diesel,Automatic,Mumbai,White,First,Individual,2993.0,AWD,4886.0,1938.0,1762.0,7.0,,0.0645,0.37333333333333335,6
775,Mercedes-Benz,1750000,59000,Diesel,Automatic,Delhi,Brown,First,Individual,2143.0,RWD,4879.0,1854.0,1474.0,5.0,80.0,0.04857142857142857,0.3125,8
776,Audi,5500000,45000,Diesel,Automatic,Mumbai,White,First,Individual,2967.0,AWD,5052.0,1968.0,1740.0,7.0,75.0,0.08419243986254296,0.4,5
777,Nissan,360000,92000,Diesel,Manual,Lucknow,Grey,Second,Individual,1461.0,FWD,4425.0,1695.0,1505.0,5.0,41.0,0.02266666666666667,0.1,9
778,Ford,625000,48422,Petrol,Manual,Kolkata,Blue,First,Individual,1497.0,FWD,3998.0,1765.0,1647.0,5.0,52.0,0.018615384615384617,0.03333333333333333,3
779,BMW,4150000,29000,Diesel,Automatic,Delhi,Blue,First,Individual,1995.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,0.047,0.22857142857142856,3
780,Mahindra,1698999,37500,Diesel,Manual,Dehradun,Brown,First,Individual,2184.0,AWD,3985.0,1820.0,1844.0,4.0,57.0,0.034666666666666665,0.1875,1
781,Maruti Suzuki,484999,62000,Petrol,Manual,Faridabad,Silver,Second,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,0.013833333333333333,0.02875,4
782,Audi,4250000,17000,Petrol,Automatic,Pune,White,First,Individual,1395.0,FWD,4726.0,1842.0,1427.0,5.0,54.0,0.0296,0.16666666666666666,2
783,Maruti Suzuki,800000,76642,Other,Manual,Mumbai,Silver,First,Individual,1373.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,0.015666666666666666,0.0325,5
784,Hyundai,1275000,44000,Petrol,Manual,Delhi,Grey,First,Individual,1591.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,0.0190625,0.0311340206185567,3
785,Porsche,9500000,20000,Petrol,Automatic,Delhi,Other,First,Individual,1988.0,RWD,4379.0,1801.0,1281.0,2.0,54.0,0.045384615384615384,0.17674418604651163,4
786,BMW,1375000,102000,Diesel,Automatic,Bangalore,White,Second,Individual,1995.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,0.047,0.22857142857142856,9
787,Hyundai,1700000,9000,Diesel,Manual,Raipur,Black,First,Individual,1493.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,0.02825,0.16666666666666666,0
788,Mahindra,500000,135000,Diesel,Manual,Varanasi,Black,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,0.037333333333333336,0.11785714285714285,9
789,Mercedes-Benz,6800000,14500,Diesel,Automatic,Pune,Silver,First,Individual,1950.0,AWD,4658.0,1890.0,1644.0,5.0,66.0,0.05052631578947368,0.25,2
790,Maruti Suzuki,715000,31552,Petrol,Automatic,Mumbai,Brown,First,Individual,1197.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,0.013666666666666667,0.026904761904761904,3
791,Maruti Suzuki,380000,70000,Petrol,Automatic,Ahmedabad,Grey,First,Individual,998.0,FWD,3636.0,1475.0,1670.0,5.0,35.0,0.010806451612903226,0.025714285714285714,6
792,Honda,375000,35134,Petrol,Manual,Delhi,Silver,First,Individual,1198.0,FWD,3610.0,1680.0,1500.0,5.0,35.0,0.0145,0.02422222222222222,6
793,Land Rover,7200000,45000,Diesel,Automatic,Bangalore,White,Third,Individual,2993.0,AWD,4879.0,2073.0,1780.0,5.0,77.0,0.07225,0.3,6
794,Mercedes-Benz,8190000,18000,Diesel,Automatic,Delhi,Other,First,Individual,1950.0,AWD,4924.0,2157.0,1772.0,5.0,93.0,0.05738095238095238,0.3125,2
795,Maruti Suzuki,695000,8000,Petrol,Automatic,Mumbai,Blue,First,Individual,1197.0,FWD,3840.0,1735.0,1530.0,5.0,37.0,0.013666666666666667,0.026904761904761904,4
796,Hyundai,875000,62125,Diesel,Manual,Patna,White,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0315,0.1394736842105263,6
797,Land Rover,3500000,78000,Diesel,Automatic,Pune,Red,First,Individual,1999.0,AWD,4600.0,2069.0,1690.0,7.0,65.0,0.04425,0.24571428571428572,6
798,Hyundai,685000,64300,Petrol,Manual,Pune,Brown,First,Individual,1197.0,FWD,3995.0,1760.0,1555.0,5.0,40.0,0.013666666666666667,0.02875,4
799,Tata,1875000,28000,Diesel,Manual,Gorakhpur,White,First,Individual,1956.0,FWD,4661.0,1894.0,1786.0,7.0,50.0,0.0448,0.2,1
800,Skoda,1685000,28600,Petrol,Automatic,Mumbai,Grey,First,Individual,1798.0,FWD,4659.0,1814.0,1476.0,5.0,50.0,0.03933333333333333,0.2,5
801,Audi,2550000,69500,Diesel,Automatic,Chandigarh,White,Second,Individual,1968.0,FWD,4933.0,1874.0,1455.0,5.0,75.0,0.05,0.22857142857142856,7
802,Hyundai,869999,70000,Diesel,Manual,Kanpur,White,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0315,0.1394736842105263,5
803,Mahindra,875000,24000,Diesel,Manual,Mumbai,White,First,Individual,2498.0,AWD,3920.0,1726.0,1930.0,6.0,60.0,0.02763157894736842,0.13722222222222222,4
804,Audi,1390000,69500,Diesel,Automatic,Ahmedabad,Blue,First,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,0.041428571428571426,0.21714285714285714,10
805,Maruti Suzuki,825000,25500,Diesel,Manual,Lucknow,Silver,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.11428571428571428,3
806,Maruti Suzuki,785000,20000,Petrol,Automatic,Mumbai,Blue,First,Individual,1373.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.015166666666666667,0.0325,5
807,Mercedes-Benz,2145000,55000,Diesel,Automatic,Mumbai,White,Second,Individual,2143.0,FWD,4417.0,1804.0,1494.0,5.0,50.0,0.03722222222222222,0.1875,6
808,Maruti Suzuki,590000,8640,Other,Manual,Bhopal,White,First,Individual,1196.0,RWD,3675.0,1475.0,1800.0,5.0,40.0,0.012166666666666666,0.033666666666666664,1
809,Hyundai,335000,80500,Petrol,Manual,Ambala Cantt,White,First,Individual,,,,,,,,,,9
810,Jaguar,2550000,65000,Petrol,Automatic,Mumbai,White,Second,Individual,2995.0,RWD,5247.0,2110.0,1448.0,5.0,83.0,0.05153846153846154,0.12857142857142856,9
811,Mercedes-Benz,6500000,5750,Diesel,Automatic,Bangalore,White,First,Individual,1950.0,RWD,5063.0,1860.0,1494.0,5.0,80.0,0.05052631578947368,0.25,3
812,Volkswagen,490000,50000,Petrol,Manual,Delhi,White,First,Individual,1198.0,FWD,3971.0,1682.0,1469.0,5.0,45.0,0.013703703703703704,0.029333333333333333,7
813,BMW,5950000,28000,Diesel,Automatic,Delhi,White,First,Individual,2993.0,RWD,5219.0,1902.0,1481.0,4.0,78.0,0.0655,0.31,5
814,Hyundai,250000,75431,Petrol,Manual,Mumbai,Grey,First,Individual,,,,,,,,,,11
815,Renault,420000,43000,Petrol,Manual,Hyderabad,Grey,Other,Individual,999.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,0.012181818181818183,0.021411764705882352,5
816,Hyundai,2395000,44876,Diesel,Automatic,Bangalore,White,First,Individual,1995.0,FWD,4475.0,1850.0,1660.0,5.0,62.0,0.0455,0.22857142857142856,3
817,Hyundai,360000,95610,Diesel,Manual,Rudrapur,White,Second,Individual,1336.0,FWD,3995.0,1710.0,1505.0,5.0,45.0,0.02225,0.496,9
818,Nissan,325000,51000,Diesel,Manual,Zirakpur,Grey,First,Individual,1461.0,FWD,4425.0,1695.0,1505.0,5.0,41.0,0.02266666666666667,0.1,9
819,Land Rover,2300000,110000,Diesel,Automatic,Chennai,Red,Second,Individual,2179.0,AWD,4355.0,2120.0,1635.0,5.0,57.0,0.054285714285714284,0.24,9
820,Maruti Suzuki,642000,53693,Other,Manual,Mumbai,Other,First,Individual,1373.0,FWD,4265.0,1695.0,1685.0,7.0,60.0,0.013666666666666667,0.0275,8
821,Hyundai,290000,70000,Petrol,Manual,Kheda,White,First,Individual,814.0,FWD,3495.0,1550.0,1500.0,5.0,32.0,0.01,0.01875,4
822,Hyundai,390000,57000,Petrol,Manual,Delhi,Grey,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,8
823,Toyota,890000,63000,Petrol,Automatic,Delhi,Grey,First,Individual,1798.0,FWD,4540.0,1760.0,1480.0,5.0,55.0,0.0215625,0.04325,8
824,Honda,100000,65494,Petrol,Manual,Ranchi,Other,First,Individual,,,,,,,,,,20
825,Maruti Suzuki,440000,53807,Petrol,Manual,Gurgaon,White,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.013833333333333333,0.02875,6
826,Maruti Suzuki,721000,46000,Petrol,Manual,Noida,White,First,Individual,1373.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,0.015166666666666667,0.0325,4
827,Skoda,1515000,67546,Petrol,Automatic,Ludhiana,Other,Second,Individual,1798.0,FWD,4670.0,1814.0,1476.0,5.0,50.0,0.03470588235294118,0.2,4
828,Land Rover,7000000,14500,Petrol,Automatic,Delhi,White,First,Individual,1997.0,AWD,4600.0,2069.0,1724.0,7.0,70.0,0.04454545454545455,0.24333333333333335,1
829,Honda,949000,37100,Petrol,Manual,Mysore,Grey,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.017727272727272727,0.03152173913043478,4
830,Mercedes-Benz,5500000,30000,Diesel,Automatic,Gurgaon,White,First,Individual,1950.0,RWD,5063.0,1860.0,1494.0,5.0,80.0,0.05052631578947368,0.25,3
831,Renault,319000,89059,Petrol,Manual,Zirakpur,Other,First,Individual,799.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,0.009334272631208172,0.016415868673050615,4
832,Maruti Suzuki,459999,77000,Diesel,Manual,Ludhiana,White,Second,Individual,1248.0,FWD,4265.0,1695.0,1685.0,7.0,45.0,0.02225,0.11428571428571428,9
833,Volvo,2100000,42000,Diesel,Automatic,Raipur,Red,First,Individual,1984.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,0.04285714285714286,0.23333333333333334,4
834,Maruti Suzuki,685000,58146,Petrol,Manual,Bangalore,Red,First,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,0.013833333333333333,0.02875,5
835,MINI,3900000,13000,Petrol,Automatic,Delhi,Black,First,Individual,1998.0,,3850.0,1727.0,1414.0,4.0,44.0,,0.224,2
836,Toyota,300000,75000,Diesel,Manual,Kanpur,Silver,Second,Individual,1364.0,FWD,4265.0,1695.0,1510.0,5.0,45.0,0.01888888888888889,0.07083333333333333,9
